,Market,Time,Open,High,Low,Close,Volume,Value,No. Trades,Taker Buy Volume,Taker Buy Value
105,BTCUSDT,2020-01-01 01:45:00,7212.34,7212.67,7205.5,7206.47,10.840906,78142.9353068,163,4.15541,29953.92861993
106,BTCUSDT,2020-01-01 01:46:00,7206.18,7211.19,7205.47,7210.66,10.787596,77744.14873868,133,3.730949,26891.02736324
107,BTCUSDT,2020-01-01 01:47:00,7210.66,7211.69,7205.91,7205.91,13.750865,99137.41133158,136,8.419079,60700.74570839
108,BTCUSDT,2020-01-01 01:48:00,7206.19,7206.68,7205.01,7205.23,6.080972,43817.41602062,85,2.790445,20107.29807479
109,BTCUSDT,2020-01-01 01:49:00,7205.03,7205.82,7205.03,7205.08,6.526716,47028.01162032,66,3.606573,25987.51714363
110,BTCUSDT,2020-01-01 01:50:00,7205.08,7205.31,7205.01,7205.04,4.01016,28893.53831295,71,2.625483,18916.8157838
111,BTCUSDT,2020-01-01 01:51:00,7205.24,7205.31,7205.04,7205.26,16.023105,115450.71497795,73,12.365266,89095.3962621
112,BTCUSDT,2020-01-01 01:52:00,7205.26,7210.44,7204.28,7210.44,12.522707,90238.25735543,158,9.167988,66066.10023556
113,BTCUSDT,2020-01-01 01:53:00,7210.45,7211.77,7207.98,7209.9,12.568237,90618.12687134,235,10.640865,76722.2847632
114,BTCUSDT,2020-01-01 01:54:00,7209.22,7210.48,7208.37,7209.35,9.367583,67538.61350133,131,8.293023,59791.39986242
115,BTCUSDT,2020-01-01 01:55:00,7209.75,7210.37,7208.21,7209.03,9.117428,65734.71233602,151,6.557182,47276.45242765
116,BTCUSDT,2020-01-01 01:56:00,7209.16,7209.64,7207.39,7208.99,13.04392,94031.96379213,111,9.308417,67105.56364633
117,BTCUSDT,2020-01-01 01:57:00,7208.47,7209.06,7207.65,7208.49,4.317456,31122.80273866,75,1.714149,12356.47651777
118,BTCUSDT,2020-01-01 01:58:00,7208.48,7210.81,7207.98,7210.08,3.23729,23336.03812354,57,2.11197,15224.30820683
119,BTCUSDT,2020-01-01 01:59:00,7210.16,7216.41,7210.16,7216.27,8.546836,61648.97392511,125,4.767945,34394.96079955
120,BTCUSDT,2020-01-01 02:00:00,7215.52,7223.37,7215.16,7217.52,23.345848,168544.92029324,310,13.902191,100370.0369561
121,BTCUSDT,2020-01-01 02:01:00,7216.62,7218.7,7214.46,7214.97,13.866696,100073.15042535,143,5.758484,41557.38857697
122,BTCUSDT,2020-01-01 02:02:00,7215.59,7216.91,7214.09,7216.91,10.402762,75057.94429755,154,5.106936,36848.21412627
123,BTCUSDT,2020-01-01 02:03:00,7216.37,7222.44,7216.13,7218.83,6.060392,43749.18548951,102,2.966828,21418.61187827
124,BTCUSDT,2020-01-01 02:04:00,7218.84,7218.84,7215.78,7217.25,9.051799,65328.88437953,100,6.589669,47560.24310479
125,BTCUSDT,2020-01-01 02:05:00,7217.21,7223.8,7217.15,7217.83,12.023108,86819.90610598,114,9.689349,69972.05360115
126,BTCUSDT,2020-01-01 02:06:00,7218.6,7221.32,7218.6,7219.03,4.32333,31215.00273689,57,0.849059,6130.0913155
127,BTCUSDT,2020-01-01 02:07:00,7219.02,7219.02,7215.16,7215.37,3.127754,22571.49799703,61,0.857036,6184.87922449
128,BTCUSDT,2020-01-01 02:08:00,7215.42,7219.01,7214.27,7218.14,11.926496,86066.68324144,105,5.466101,39446.25602546
129,BTCUSDT,2020-01-01 02:09:00,7218.14,7218.44,7216.01,7217.18,8.978582,64799.65377941,113,5.280308,38108.69718264
130,BTCUSDT,2020-01-01 02:10:00,7217.73,7219.03,7216.72,7218.15,5.096039,36782.42240379,85,1.848895,13345.41469195
131,BTCUSDT,2020-01-01 02:11:00,7217.58,7217.72,7211.64,7214.88,8.390209,60538.773017,132,2.698626,19471.19165375
132,BTCUSDT,2020-01-01 02:12:00,7214.24,7215.68,7213.69,7215.08,5.213254,37611.62522852,78,1.54272,11130.19393072
133,BTCUSDT,2020-01-01 02:13:00,7214.95,7214.95,7211.9,7213.07,4.608482,33243.32957116,67,1.113141,8030.08118296
134,BTCUSDT,2020-01-01 02:14:00,7213.58,7214.71,7211.41,7211.97,7.345902,52983.83954222,78,4.243831,30611.1775013
135,BTCUSDT,2020-01-01 02:15:00,7212.87,7217.45,7212.15,7216.68,3.12301,22535.60829425,57,2.10567,15194.16175588
136,BTCUSDT,2020-01-01 02:16:00,7217.36,7218.97,7216.17,7218.41,2.862065,20655.97386545,57,2.550982,18410.80597436
137,BTCUSDT,2020-01-01 02:17:00,7218.59,7220.0,7217.93,7220.0,13.898476,100342.03697543,110,11.753152,84854.40805767
138,BTCUSDT,2020-01-01 02:18:00,7220.0,7222.25,7219.26,7222.25,6.632815,47890.06886048,91,5.844382,42197.07491215
139,BTCUSDT,2020-01-01 02:19:00,7222.87,7225.0,7221.59,7224.2,5.898856,42612.62160819,95,3.988079,28810.93469289
140,BTCUSDT,2020-01-01 02:20:00,7224.2,7225.45,7218.97,7225.26,6.082569,43929.67209702,113,1.972484,14246.09948151
141,BTCUSDT,2020-01-01 02:21:00,7224.66,7228.19,7224.66,7228.09,7.227007,52229.36178909,116,3.825876,27648.92564445
142,BTCUSDT,2020-01-01 02:22:00,7228.08,7228.09,7222.46,7223.1,8.060652,58246.52673489,94,1.097057,7924.7667449
143,BTCUSDT,2020-01-01 02:23:00,7223.45,7227.92,7221.48,7225.5,9.315557,67298.38286278,126,2.987023,21580.96439084
144,BTCUSDT,2020-01-01 02:24:00,7226.17,7230.0,7226.17,7229.32,6.025142,43543.9983099,91,5.298266,38290.29314087
145,BTCUSDT,2020-01-01 02:25:00,7229.5,7230.0,7224.91,7229.12,12.785875,92426.48542209,133,6.845177,49483.06053501
146,BTCUSDT,2020-01-01 02:26:00,7227.44,7229.7,7227.18,7228.8,12.368714,89406.86727343,126,3.870634,27978.07464219
147,BTCUSDT,2020-01-01 02:27:00,7228.8,7238.88,7225.64,7233.8,57.164446,413560.80251361,539,29.727524,215061.76641874
148,BTCUSDT,2020-01-01 02:28:00,7233.77,7236.06,7230.48,7233.69,15.839891,114581.07154918,135,3.440966,24886.57588475
149,BTCUSDT,2020-01-01 02:29:00,7233.19,7233.57,7225.76,7228.09,7.972429,57647.62061346,98,2.044925,14781.30205467
150,BTCUSDT,2020-01-01 02:30:00,7227.12,7233.14,7226.79,7232.89,4.631254,33491.19299009,83,2.887762,20882.90816486
151,BTCUSDT,2020-01-01 02:31:00,7232.35,7233.84,7229.47,7231.5,13.106277,94776.25647474,125,9.241903,66830.39262943
152,BTCUSDT,2020-01-01 02:32:00,7231.69,7233.14,7229.78,7232.77,18.132154,131121.94918219,118,11.127074,80468.61427415
153,BTCUSDT,2020-01-01 02:33:00,7232.06,7236.07,7230.19,7231.68,10.29917,74490.25330736,153,6.007428,43445.7010586
154,BTCUSDT,2020-01-01 02:34:00,7231.54,7234.76,7229.65,7234.76,10.519481,76070.59637381,150,4.257553,30789.32683701
155,BTCUSDT,2020-01-01 02:35:00,7233.83,7235.83,7233.64,7234.08,4.982263,36044.89046156,76,1.874677,13561.90482547
156,BTCUSDT,2020-01-01 02:36:00,7234.57,7234.73,7228.08,7229.44,17.50166,126567.07841566,130,3.692405,26704.05098313
157,BTCUSDT,2020-01-01 02:37:00,7229.43,7234.96,7229.43,7234.49,24.764414,179049.09577595,207,22.811311,164922.2360154
158,BTCUSDT,2020-01-01 02:38:00,7234.82,7234.97,7230.11,7232.3,17.752281,128412.64234761,131,10.420716,75376.847934
159,BTCUSDT,2020-01-01 02:39:00,7232.61,7235.0,7230.48,7232.21,8.996562,65073.22733642,116,2.922926,21141.89974134
160,BTCUSDT,2020-01-01 02:40:00,7232.75,7232.9,7231.25,7231.26,6.150606,44482.7471371,76,2.914527,21079.54878992
161,BTCUSDT,2020-01-01 02:41:00,7231.82,7232.5,7229.7,7230.49,5.052794,36535.08722518,79,2.117243,15310.15627198
162,BTCUSDT,2020-01-01 02:42:00,7230.76,7231.03,7229.65,7230.54,7.84773,56740.23043774,97,2.32704,16825.86543992
163,BTCUSDT,2020-01-01 02:43:00,7229.67,7232.9,7229.65,7232.9,7.644566,55277.27785343,95,3.356876,24274.00178691
164,BTCUSDT,2020-01-01 02:44:00,7232.9,7237.99,7232.89,7237.63,15.938123,115308.8069964,115,14.494209,104862.62759416
165,BTCUSDT,2020-01-01 02:45:00,7237.42,7237.81,7234.09,7235.0,9.4829,68608.8707892,149,2.538513,18365.0484471
166,BTCUSDT,2020-01-01 02:46:00,7234.99,7237.21,7234.71,7235.6,8.487089,61413.10551508,120,2.536547,18353.14671142
167,BTCUSDT,2020-01-01 02:47:00,7235.04,7236.0,7231.93,7233.49,8.054859,58274.73327789,96,2.569926,18592.47549426
168,BTCUSDT,2020-01-01 02:48:00,7233.51,7234.0,7232.81,7233.52,4.184615,30269.64725313,60,2.404869,17395.8917625
169,BTCUSDT,2020-01-01 02:49:00,7232.83,7237.21,7232.83,7236.13,8.220451,59464.54158284,92,7.143076,51670.40205785
170,BTCUSDT,2020-01-01 02:50:00,7237.21,7238.0,7233.0,7234.05,11.515154,83317.14094928,151,4.333748,31360.62083833
171,BTCUSDT,2020-01-01 02:51:00,7234.22,7238.0,7232.2,7236.45,8.323429,60215.09245101,127,4.413979,31934.26965874
172,BTCUSDT,2020-01-01 02:52:00,7238.0,7240.76,7237.64,7238.76,21.439908,155201.07050394,220,14.497286,104946.58791289
173,BTCUSDT,2020-01-01 02:53:00,7238.76,7241.88,7238.0,7240.53,27.591044,199755.90025799,270,22.642217,163926.68872895
174,BTCUSDT,2020-01-01 02:54:00,7240.53,7244.2,7238.93,7243.65,21.079635,152645.48842426,196,16.263403,117773.14753944
175,BTCUSDT,2020-01-01 02:55:00,7243.07,7243.37,7238.65,7239.47,10.580169,76608.16144636,113,5.005754,36248.65288027
176,BTCUSDT,2020-01-01 02:56:00,7240.28,7240.55,7238.0,7240.54,4.440728,32146.70111022,70,1.168261,8456.86401452
177,BTCUSDT,2020-01-01 02:57:00,7240.54,7240.54,7239.37,7240.47,7.074868,51224.32617977,70,1.910014,13829.19083505
178,BTCUSDT,2020-01-01 02:58:00,7240.48,7243.99,7240.48,7243.14,6.05368,43844.01558959,89,4.444926,32193.93467557
179,BTCUSDT,2020-01-01 02:59:00,7243.14,7244.87,7240.88,7242.85,16.290788,117995.34326771,212,9.588723,69457.07590139
180,BTCUSDT,2020-01-01 03:00:00,7242.66,7244.83,7242.0,7243.88,13.470152,97575.88008131,186,10.024938,72620.48131328
181,BTCUSDT,2020-01-01 03:01:00,7243.2,7245.0,7233.08,7234.22,19.848727,143718.46979827,217,3.204438,23207.20491863
182,BTCUSDT,2020-01-01 03:02:00,7234.17,7234.56,7230.25,7230.25,15.713532,113660.16206087,172,2.505574,18122.94132548
183,BTCUSDT,2020-01-01 03:03:00,7230.7,7233.01,7230.44,7232.36,11.406882,82485.13661875,91,6.767173,48933.53928935
184,BTCUSDT,2020-01-01 03:04:00,7232.32,7236.39,7231.4,7235.33,26.81983,194007.97603216,213,15.439901,111687.14789984
185,BTCUSDT,2020-01-01 03:05:00,7235.18,7235.66,7231.0,7231.9,21.161007,153060.26282059,166,9.232127,66785.06380041
186,BTCUSDT,2020-01-01 03:06:00,7231.9,7232.35,7224.44,7224.46,39.030254,282170.98861724,224,4.139606,29931.01105813
187,BTCUSDT,2020-01-01 03:07:00,7224.58,7228.05,7224.0,7227.48,22.292476,161074.82288974,162,9.310104,67271.4704352
188,BTCUSDT,2020-01-01 03:08:00,7226.56,7227.67,7225.0,7225.01,6.081939,43948.01317186,59,2.729166,19721.72175971
189,BTCUSDT,2020-01-01 03:09:00,7225.3,7225.47,7220.1,7224.98,19.819327,143142.57166814,206,7.469556,53946.46505093
190,BTCUSDT,2020-01-01 03:10:00,7224.98,7228.64,7223.94,7226.51,16.18588,116971.78801002,326,12.972075,93748.82086779
191,BTCUSDT,2020-01-01 03:11:00,7226.51,7229.7,7223.43,7226.6,18.337892,132541.65003569,299,14.504113,104835.4326615
192,BTCUSDT,2020-01-01 03:12:00,7226.1,7229.41,7225.03,7228.29,15.500151,112029.83606605,161,12.833647,92759.34565009
193,BTCUSDT,2020-01-01 03:13:00,7228.79,7229.27,7226.05,7228.17,17.200178,124323.14910373,198,12.174803,88002.99170684
194,BTCUSDT,2020-01-01 03:14:00,7227.41,7228.62,7226.7,7228.5,8.154798,58941.12592101,131,6.498286,46968.80608225
195,BTCUSDT,2020-01-01 03:15:00,7227.43,7228.95,7227.19,7228.01,5.876616,42478.48043578,66,3.155113,22807.22596941
196,BTCUSDT,2020-01-01 03:16:00,7228.54,7229.98,7227.97,7229.3,7.091306,51263.53534678,111,4.369315,31586.91584225
197,BTCUSDT,2020-01-01 03:17:00,7229.21,7234.8,7229.21,7232.3,20.568599,148764.74068249,270,9.190092,66467.77872252
198,BTCUSDT,2020-01-01 03:18:00,7233.65,7235.29,7232.3,7234.78,26.500156,191693.3345856,317,13.016469,94167.44493141
199,BTCUSDT,2020-01-01 03:19:00,7234.93,7235.5,7230.0,7235.5,16.227572,117373.09526153,179,8.018278,57995.72005353
200,BTCUSDT,2020-01-01 03:20:00,7234.11,7236.89,7232.87,7234.65,7.415033,53652.87378093,101,4.066952,29427.39411101
