,Market,Time,Open,High,Low,Close,Volume,Value,No. Trades,Taker Buy Volume,Taker Buy Value
2637,BTCUSDT,2018-01-02 19:57:00,14750.03,14775.83,14676.0,14706.55,15.354111,226125.96490584,300,5.55546,81895.00218912
2638,BTCUSDT,2018-01-02 19:58:00,14690.27,14720.04,14676.01,14700.02,12.356858,181610.51450022,216,8.537163,125498.29349102
2639,BTCUSDT,2018-01-02 19:59:00,14711.32,14732.77,14701.0,14732.75,17.285409,254293.65500299,154,10.864243,159849.48631254
2640,BTCUSDT,2018-01-02 20:00:00,14710.02,14780.0,14710.0,14780.0,13.629612,200794.93054372,166,10.083558,148574.75175809
2641,BTCUSDT,2018-01-02 20:01:00,14775.84,14900.95,14775.84,14898.05,15.010984,222400.36806128,215,11.055543,163876.23920749
2642,BTCUSDT,2018-01-02 20:02:00,14898.06,14931.0,14850.11,14930.98,24.884228,370849.49446821,315,13.726911,204628.05005127
2643,BTCUSDT,2018-01-02 20:03:00,14930.98,14930.98,14839.96,14882.0,26.593529,396058.60368953,301,10.996956,163784.27298838
2644,BTCUSDT,2018-01-02 20:04:00,14881.98,14931.0,14864.74,14930.0,10.452089,155649.71442028,164,6.583365,98113.51503256
2645,BTCUSDT,2018-01-02 20:05:00,14930.0,14931.0,14883.02,14912.37,10.035209,149662.6532506,168,6.16367,91981.911187
2646,BTCUSDT,2018-01-02 20:06:00,14883.06,14912.36,14883.05,14885.08,13.951456,207748.45524382,109,8.720805,129891.00705355
2647,BTCUSDT,2018-01-02 20:07:00,14899.95,14899.95,14883.0,14885.08,22.765563,338926.71971832,176,16.626828,247550.69272244
2648,BTCUSDT,2018-01-02 20:08:00,14885.08,14920.01,14864.62,14912.0,23.579336,351289.56904011,207,13.330188,198626.35854374
2649,BTCUSDT,2018-01-02 20:09:00,14912.0,14924.42,14887.73,14900.03,11.154913,166301.45060001,150,8.427132,125629.61440838
2650,BTCUSDT,2018-01-02 20:10:00,14900.04,14999.99,14900.02,14960.02,25.554435,381652.11404732,171,19.053914,284575.74834444
2651,BTCUSDT,2018-01-02 20:11:00,14999.0,15054.94,14959.98,15054.93,28.032327,420529.81208447,272,19.498599,292585.24472305
2652,BTCUSDT,2018-01-02 20:12:00,15054.93,15100.0,15049.98,15095.35,22.256069,335381.76891586,233,14.770339,222625.0262798
2653,BTCUSDT,2018-01-02 20:13:00,15095.35,15160.31,15069.85,15083.25,36.887874,557948.96932919,356,16.899537,255624.36807911
2654,BTCUSDT,2018-01-02 20:14:00,15083.25,15100.1,15059.94,15059.94,15.307589,230791.0487173,233,11.206304,168988.9365653
2655,BTCUSDT,2018-01-02 20:15:00,15059.94,15073.47,14952.0,14999.92,31.362215,470861.71551082,316,13.83423,207884.60879275
2656,BTCUSDT,2018-01-02 20:16:00,14953.57,14999.91,14878.21,14900.02,42.423551,633567.36798017,292,18.853353,281411.80392769
2657,BTCUSDT,2018-01-02 20:17:00,14950.0,15026.01,14926.5,14999.99,25.996578,389795.21390862,226,20.129803,301872.85175556
2658,BTCUSDT,2018-01-02 20:18:00,14999.99,15018.0,14964.16,14964.16,20.617716,309173.50434035,212,9.946398,149193.5725318
2659,BTCUSDT,2018-01-02 20:19:00,14964.19,15000.0,14948.3,14999.99,22.461265,336139.13523669,189,16.406287,245543.50011623
2660,BTCUSDT,2018-01-02 20:20:00,14997.44,15047.99,14963.18,15047.99,13.312761,199704.83190794,200,8.953592,134355.87849771
2661,BTCUSDT,2018-01-02 20:21:00,15007.58,15108.6,15007.58,15097.56,16.934018,255302.03314301,160,14.869474,224201.61225462
2662,BTCUSDT,2018-01-02 20:22:00,15097.54,15100.01,15060.11,15087.15,14.405612,217070.57741355,151,9.916783,149443.20487178
2663,BTCUSDT,2018-01-02 20:23:00,15080.0,15082.06,15070.0,15078.04,13.629828,205495.7016383,137,8.805683,132767.78263564
2664,BTCUSDT,2018-01-02 20:24:00,15076.0,15098.98,15062.0,15098.98,12.809039,193173.61975135,112,9.362144,141214.01848831
2665,BTCUSDT,2018-01-02 20:25:00,15083.15,15147.39,15083.15,15115.08,18.029409,272338.83620792,152,14.147487,213730.52475844
2666,BTCUSDT,2018-01-02 20:26:00,15116.69,15150.0,15103.37,15137.97,19.635381,297180.78332971,201,10.517434,159241.41909571
2667,BTCUSDT,2018-01-02 20:27:00,15139.99,15139.99,15017.61,15074.95,28.617107,431289.54113266,295,18.696993,281934.9077155
2668,BTCUSDT,2018-01-02 20:28:00,15074.95,15096.78,15062.03,15074.97,18.85659,284250.56087456,154,12.577285,189589.59087278
2669,BTCUSDT,2018-01-02 20:29:00,15074.97,15123.3,15062.0,15113.09,19.328396,291841.3617241,220,11.10141,167711.10779802
2670,BTCUSDT,2018-01-02 20:30:00,15113.09,15113.09,15062.02,15094.48,15.882525,239699.05000131,187,10.002375,151042.19785527
2671,BTCUSDT,2018-01-02 20:31:00,15075.19,15075.21,14903.0,15025.48,24.208016,363688.65696538,246,7.857765,118207.13748104
2672,BTCUSDT,2018-01-02 20:32:00,15025.47,15039.92,15005.02,15025.47,16.276647,244478.55212093,175,10.834351,162778.46300785
2673,BTCUSDT,2018-01-02 20:33:00,15025.47,15045.89,14918.8,14995.0,19.533626,293018.68346157,179,9.938494,149132.69988735
2674,BTCUSDT,2018-01-02 20:34:00,14995.0,15024.97,14995.0,15005.04,20.540122,308181.94180166,143,10.351909,155323.89318267
2675,BTCUSDT,2018-01-02 20:35:00,15005.05,15024.97,14950.0,14997.98,16.295227,244462.81359528,187,9.134917,137064.1144274
2676,BTCUSDT,2018-01-02 20:36:00,14997.92,15050.48,14970.22,15019.95,18.852393,283198.59484007,160,9.744577,146383.3737245
2677,BTCUSDT,2018-01-02 20:37:00,15012.72,15048.88,14996.46,15009.94,16.554924,248543.27279893,132,6.236111,93649.57470333
2678,BTCUSDT,2018-01-02 20:38:00,15001.01,15019.99,15000.1,15000.1,21.45656,321948.43569986,109,6.254309,93859.9733603
